episode,game,exploration,explored,safe,MA_explored,MA_safe
657,['100+49sin((2pi/23)t)+0e'],1.0,-3227.6,96.1,94.4,96.1
658,['100+49sin((2pi/39)t)+0e'],1.0,-7.9,95.8,94.2,96.1
659,['100+49sin((2pi/38)t)+0e'],1.0,94.4,96.0,94.4,96.1
660,['100+49sin((2pi/36)t)+0e'],1.0,93.2,81.8,94.2,96.1
661,['100+49sin((2pi/29)t)+0e'],1.0,93.1,95.5,94.2,96.1
662,['100+49sin((2pi/17)t)+0e'],1.0,94.7,96.6,94.2,96.1
663,['100+49sin((2pi/16)t)+0e'],1.0,0.0,96.6,94.2,96.1
664,['100+49sin((2pi/23)t)+0e'],1.0,94.1,95.5,94.2,96.1
665,['100+49sin((2pi/21)t)+0e'],1.0,96.1,96.6,94.2,96.1
666,['100+49sin((2pi/29)t)+0e'],1.0,95.6,96.6,94.2,96.1
667,['100+49sin((2pi/16)t)+0e'],1.0,96.6,96.6,94.2,96.1
668,['100+49sin((2pi/36)t)+0e'],1.0,94.1,94.6,94.2,96.1
669,['100+49sin((2pi/7)t)+0e'],1.0,0.0,96.5,94.1,96.1
670,['100+49sin((2pi/29)t)+0e'],1.0,96.5,96.6,94.2,96.1
671,['100+49sin((2pi/33)t)+0e'],1.0,86.0,93.8,94.1,96.1
672,['100+49sin((2pi/23)t)+0e'],1.0,94.1,95.5,94.1,96.1
673,['100+49sin((2pi/4)t)+0e'],1.0,96.5,0.0,94.1,96.1
674,['100+49sin((2pi/36)t)+0e'],1.0,0.0,91.3,94.1,96.1
675,['100+49sin((2pi/11)t)+0e'],1.0,96.2,96.6,94.1,96.1
676,['100+49sin((2pi/30)t)+0e'],1.0,94.9,96.1,94.2,96.1
677,['100+49sin((2pi/34)t)+0e'],1.0,91.4,95.9,94.2,96.1
678,['100+49sin((2pi/15)t)+0e'],1.0,91.2,94.2,94.1,96.1
679,['100+49sin((2pi/37)t)+0e'],1.0,95.8,95.1,94.1,96.1
680,['100+49sin((2pi/22)t)+0e'],1.0,96.6,96.5,94.2,96.1
681,['100+49sin((2pi/19)t)+0e'],1.0,92.8,96.3,94.2,96.1
682,['100+49sin((2pi/36)t)+0e'],1.0,96.6,94.6,94.2,96.1
683,['100+49sin((2pi/24)t)+0e'],1.0,96.1,96.6,94.2,96.1
684,['100+49sin((2pi/19)t)+0e'],1.0,96.5,96.3,94.4,96.1
685,['100+49sin((2pi/9)t)+0e'],1.0,95.8,96.4,94.4,96.1
686,['100+49sin((2pi/14)t)+0e'],1.0,93.3,96.2,94.4,96.1
687,['100+49sin((2pi/33)t)+0e'],1.0,96.6,95.8,94.4,96.1
688,['100+49sin((2pi/15)t)+0e'],1.0,95.4,96.4,94.5,96.1
689,['100+49sin((2pi/26)t)+0e'],1.0,91.4,86.1,94.4,96.1
690,['100+49sin((2pi/18)t)+0e'],1.0,96.6,95.8,94.5,96.1
691,['100+49sin((2pi/39)t)+0e'],1.0,92.4,95.5,94.4,96.1
692,['100+49sin((2pi/19)t)+0e'],1.0,91.6,96.3,94.4,96.1
693,['100+49sin((2pi/14)t)+0e'],1.0,96.1,96.2,94.5,96.1
694,['100+49sin((2pi/21)t)+0e'],1.0,96.5,95.6,94.5,96.1
695,['100+49sin((2pi/38)t)+0e'],1.0,94.5,96.0,94.6,96.1
696,['100+49sin((2pi/39)t)+0e'],1.0,95.0,95.8,94.6,96.1
697,['100+49sin((2pi/27)t)+0e'],1.0,93.7,96.0,94.5,96.1
698,['100+49sin((2pi/11)t)+0e'],1.0,92.2,96.6,94.5,96.1
699,['100+49sin((2pi/8)t)+0e'],1.0,95.0,96.6,94.5,96.1
700,['100+49sin((2pi/18)t)+0e'],1.0,0.9,95.8,94.5,96.1
701,['100+49sin((2pi/3)t)+0e'],1.0,93.6,96.1,94.5,96.1
702,['100+49sin((2pi/38)t)+0e'],1.0,91.2,96.0,94.5,96.1
703,['100+49sin((2pi/12)t)+0e'],1.0,93.7,96.4,94.5,96.1
704,['100+49sin((2pi/12)t)+0e'],1.0,96.5,96.4,94.6,96.1
705,['100+49sin((2pi/6)t)+0e'],1.0,90.9,96.1,94.5,96.1
706,['100+49sin((2pi/4)t)+0e'],1.0,95.6,0.0,94.6,96.1
707,['100+49sin((2pi/28)t)+0e'],1.0,93.9,96.6,94.5,96.1
708,['100+49sin((2pi/7)t)+0e'],1.0,94.4,96.5,94.4,96.1
709,['100+49sin((2pi/3)t)+0e'],1.0,96.6,96.1,94.5,96.1
710,['100+49sin((2pi/23)t)+0e'],1.0,87.6,96.1,94.5,96.1
711,['100+49sin((2pi/24)t)+0e'],1.0,95.2,96.6,94.5,96.1
712,['100+49sin((2pi/25)t)+0e'],1.0,94.4,96.6,94.5,96.1
713,['100+49sin((2pi/20)t)+0e'],1.0,95.8,96.2,94.5,96.1
714,['100+49sin((2pi/19)t)+0e'],1.0,91.7,96.3,94.4,96.1
715,['100+49sin((2pi/26)t)+0e'],1.0,96.1,96.1,94.4,96.1
716,['100+49sin((2pi/24)t)+0e'],1.0,89.7,94.9,94.4,96.1
717,['100+49sin((2pi/7)t)+0e'],1.0,89.5,96.5,94.4,96.1
718,['100+49sin((2pi/4)t)+0e'],1.0,91.0,-6.7,94.3,96.1
719,['100+49sin((2pi/5)t)+0e'],1.0,96.4,96.5,94.4,96.1
720,['100+49sin((2pi/21)t)+0e'],1.0,96.1,96.6,94.4,96.1
721,['100+49sin((2pi/16)t)+0e'],1.0,91.6,96.6,94.3,96.1
722,['100+49sin((2pi/25)t)+0e'],1.0,96.2,96.6,94.3,96.1
723,['100+49sin((2pi/39)t)+0e'],1.0,93.3,95.5,94.3,96.1
724,['100+49sin((2pi/18)t)+0e'],1.0,94.7,89.3,94.4,96.1
725,['100+49sin((2pi/17)t)+0e'],1.0,96.1,96.6,94.4,96.1
726,['100+49sin((2pi/27)t)+0e'],1.0,0.0,96.0,94.4,96.1
727,['100+49sin((2pi/7)t)+0e'],1.0,88.2,96.5,94.4,96.1
728,['100+49sin((2pi/10)t)+0e'],1.0,95.0,96.2,94.4,96.1
729,['100+49sin((2pi/24)t)+0e'],1.0,94.3,94.9,94.4,96.1
730,['100+49sin((2pi/3)t)+0e'],1.0,89.3,96.1,94.4,96.1
731,['100+49sin((2pi/10)t)+0e'],1.0,94.2,96.2,94.4,96.1
732,['100+49sin((2pi/8)t)+0e'],1.0,94.3,96.6,94.4,96.1
733,['100+49sin((2pi/9)t)+0e'],1.0,96.4,96.4,94.4,96.1
734,['100+49sin((2pi/29)t)+0e'],1.0,95.5,96.6,94.4,96.1
735,['100+49sin((2pi/39)t)+0e'],1.0,96.1,88.6,94.4,96.1
736,['100+49sin((2pi/30)t)+0e'],1.0,96.4,96.1,94.4,96.1
737,['100+49sin((2pi/2)t)+0e'],1.0,93.2,0.0,94.4,96.1
738,['100+49sin((2pi/20)t)+0e'],1.0,91.6,96.2,94.4,96.1
739,['100+49sin((2pi/11)t)+0e'],1.0,96.1,92.6,94.4,96.1
740,['100+49sin((2pi/6)t)+0e'],1.0,95.5,96.1,94.4,96.1
741,['100+49sin((2pi/17)t)+0e'],1.0,92.2,96.6,94.4,96.1
742,['100+49sin((2pi/26)t)+0e'],1.0,95.6,96.1,94.4,96.1
743,['100+49sin((2pi/32)t)+0e'],1.0,96.1,91.6,94.4,96.1
744,['100+49sin((2pi/19)t)+0e'],1.0,95.8,96.3,94.4,96.1
745,['100+49sin((2pi/16)t)+0e'],1.0,94.5,96.6,94.4,96.1
746,['100+49sin((2pi/25)t)+0e'],1.0,96.1,96.6,94.4,96.1
747,['100+49sin((2pi/34)t)+0e'],1.0,95.5,94.2,94.5,96.1
748,['100+49sin((2pi/22)t)+0e'],1.0,93.7,96.5,94.4,96.1
749,['100+49sin((2pi/25)t)+0e'],1.0,95.9,96.6,94.5,96.1
750,['100+49sin((2pi/30)t)+0e'],1.0,95.5,94.2,94.5,96.1
751,['100+49sin((2pi/39)t)+0e'],1.0,95.2,95.8,94.6,96.1
752,['100+49sin((2pi/23)t)+0e'],1.0,94.4,95.5,94.6,96.1
753,['100+49sin((2pi/26)t)+0e'],1.0,95.9,96.1,94.6,96.1
754,['100+49sin((2pi/11)t)+0e'],1.0,93.7,96.6,94.6,96.1
755,['100+49sin((2pi/26)t)+0e'],1.0,96.1,96.1,94.6,96.1
756,['100+49sin((2pi/7)t)+0e'],1.0,94.1,96.5,94.5,96.1
757,['100+49sin((2pi/35)t)+0e'],1.0,91.2,94.6,94.5,96.1
758,['100+49sin((2pi/32)t)+0e'],1.0,0.0,95.4,94.5,96.1
759,['100+49sin((2pi/26)t)+0e'],1.0,94.4,96.1,94.5,96.1
760,['100+49sin((2pi/19)t)+0e'],1.0,94.0,96.3,94.5,96.1
761,['100+49sin((2pi/25)t)+0e'],1.0,95.0,96.6,94.6,96.2
762,['100+49sin((2pi/12)t)+0e'],1.0,92.6,96.4,94.5,96.2
763,['100+49sin((2pi/6)t)+0e'],1.0,93.3,96.1,94.5,96.1
764,['100+49sin((2pi/5)t)+0e'],1.0,93.3,96.5,94.5,96.2
765,['100+49sin((2pi/24)t)+0e'],1.0,91.5,96.6,94.4,96.2
766,['100+49sin((2pi/4)t)+0e'],1.0,95.8,-6.7,94.4,96.1
767,['100+49sin((2pi/19)t)+0e'],1.0,89.5,95.0,94.4,96.1
768,['100+49sin((2pi/7)t)+0e'],1.0,96.0,96.5,94.4,96.1
769,['100+49sin((2pi/16)t)+0e'],1.0,93.8,96.6,94.4,96.1
770,['100+49sin((2pi/15)t)+0e'],1.0,-3.8,94.0,94.4,96.1
771,['100+49sin((2pi/13)t)+0e'],1.0,93.7,96.4,94.4,96.1
772,['100+49sin((2pi/27)t)+0e'],1.0,93.3,96.6,94.4,96.2
773,['100+49sin((2pi/28)t)+0e'],1.0,-3234.0,96.6,94.4,96.2
774,['100+49sin((2pi/34)t)+0e'],1.0,93.5,95.9,94.4,96.2
775,['100+49sin((2pi/4)t)+0e'],1.0,92.2,0.0,94.4,96.2
