episode,game,exploration,explored,safe,MA_explored,MA_safe
145,[91]_forecast_horizon=[14],23.1,23.6,11.1,-61.5,30.6
146,[93]_forecast_horizon=[15],22.8,-22.1,33.4,-60.3,30.6
147,[95]_forecast_horizon=[27],22.6,-0.1,64.5,-60.3,30.6
148,[97]_forecast_horizon=[15],22.4,20.1,17.0,-60.3,30.6
149,[99]_forecast_horizon=[27],22.1,4.7,79.7,-60.3,30.6
150,[1]_forecast_horizon=[23],21.9,-0.5,15.3,-57.7,30.6
151,[3]_forecast_horizon=[29],21.7,-32.5,16.1,-55.3,30.2
152,[5]_forecast_horizon=[26],21.5,-90.9,25.8,-55.3,29.5
153,[7]_forecast_horizon=[10],21.3,-65.8,-7.2,-55.3,29.5
154,[9]_forecast_horizon=[15],21.1,-40.4,0.0,-54.6,29.5
155,[11]_forecast_horizon=[13],20.8,-3.9,80.8,-54.6,30.2
156,[13]_forecast_horizon=[22],20.6,-34.3,69.9,-54.1,30.2
157,[15]_forecast_horizon=[27],20.4,-38.5,33.3,-53.7,30.2
158,[17]_forecast_horizon=[18],20.2,46.1,25.7,-53.7,30.2
159,[19]_forecast_horizon=[18],20.0,-50.1,45.1,-52.2,30.9
160,[21]_forecast_horizon=[18],19.8,-38.5,0.0,-50.5,30.2
161,[23]_forecast_horizon=[15],19.6,-80.1,26.7,-50.5,29.5
162,[25]_forecast_horizon=[12],19.4,-34.8,56.0,-50.5,29.5
163,[27]_forecast_horizon=[25],19.2,-86.2,30.0,-50.5,29.5
164,[29]_forecast_horizon=[23],19.0,34.1,-1.0,-49.8,29.5
165,[31]_forecast_horizon=[14],18.9,-235.8,14.0,-49.8,29.5
166,[33]_forecast_horizon=[10],18.7,-28.2,-10.8,-49.8,29.5
167,[35]_forecast_horizon=[22],18.5,14.8,74.3,-49.8,29.8
168,[37]_forecast_horizon=[19],18.3,-58.3,-3.5,-49.8,29.5
169,[39]_forecast_horizon=[24],18.1,-166.2,14.2,-49.8,29.2
170,[41]_forecast_horizon=[19],17.9,-6.6,24.6,-49.1,28.8
171,[43]_forecast_horizon=[15],17.8,38.4,29.7,-46.8,28.8
172,[45]_forecast_horizon=[27],17.6,-17.2,16.7,-44.6,28.1
173,[47]_forecast_horizon=[28],17.4,43.8,0.0,-44.6,28.1
174,[49]_forecast_horizon=[17],17.2,42.9,15.6,-44.6,27.5
175,[51]_forecast_horizon=[28],17.1,11.8,60.7,-44.6,28.1
176,[53]_forecast_horizon=[26],16.9,-33.1,70.1,-42.3,28.1
177,[55]_forecast_horizon=[20],16.7,56.8,51.2,-42.3,28.1
178,[57]_forecast_horizon=[22],16.5,36.1,0.0,-42.3,28.1
179,[59]_forecast_horizon=[21],16.4,-122.4,-4.8,-42.3,28.1
180,[61]_forecast_horizon=[11],16.2,-61.9,26.5,-42.3,27.5
181,[63]_forecast_horizon=[24],16.1,-151.5,57.9,-42.3,27.5
182,[65]_forecast_horizon=[13],15.9,-260.1,23.2,-42.3,27.5
183,[67]_forecast_horizon=[12],15.7,-82.1,56.4,-42.3,28.1
184,[69]_forecast_horizon=[12],15.6,29.6,40.2,-39.5,28.8
185,[71]_forecast_horizon=[17],15.4,-27.1,7.6,-38.5,28.1
186,[73]_forecast_horizon=[12],15.3,18.6,19.4,-38.5,27.5
187,[75]_forecast_horizon=[26],15.1,-99.5,10.1,-38.5,27.1
188,[77]_forecast_horizon=[18],15.0,-155.3,0.0,-38.5,27.1
189,[79]_forecast_horizon=[10],14.8,21.5,21.7,-38.5,27.1
